Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,483.99847412109375,475.4689025878906,473.5,475.4689025878906,2528.0,464.09539794921875
2016-01-05,476.79998779296875,465.43218994140625,479.8999938964844,475.20001220703125,1738.0,463.83294677734375
2016-01-06,476.29998779296875,459.8149108886719,476.29998779296875,468.3999938964844,8847.0,457.1955261230469
2016-01-07,464.0066833496094,448.7681884765625,457.125,460.30731201171875,1021.0,449.2964782714844
2016-01-08,465.36114501953125,449.6416015625,457.5,458.3080139160156,6636.0,447.34503173828125
2016-01-09,465.36114501953125,449.6416015625,457.5,458.3080139160156,6636.0,447.34503173828125
2016-01-10,465.36114501953125,449.6416015625,457.5,458.3080139160156,6636.0,447.34503173828125
2016-01-11,446.3262634277344,436.29998779296875,439.125,441.865478515625,1780.0,431.2958068847656
2016-01-12,457.1668395996094,442.0,441.625,446.0847473144531,1560.0,435.41412353515625
2016-01-13,466.4208984375,457.672119140625,462.5,460.6423034667969,18620.0,449.6234436035156
2016-01-14,449.1344909667969,428.158447265625,438.5,442.0,9801.0,431.42706298828125
2016-01-15,439.2574768066406,402.9485778808594,438.0,430.3406066894531,27006.0,420.04656982421875
2016-01-16,439.2574768066406,402.9485778808594,438.0,430.3406066894531,27006.0,420.04656982421875
2016-01-17,439.2574768066406,402.9485778808594,438.0,430.3406066894531,27006.0,420.04656982421875
2016-01-18,418.82659912109375,398.12255859375,419.375,409.1414794921875,5878.0,399.35455322265625
2016-01-19,449.0400085449219,427.61334228515625,432.375,441.20001220703125,13419.0,430.6462707519531
2016-01-20,431.0,413.7283630371094,413.7283630371094,424.7850036621094,14165.0,414.6239013671875
2016-01-21,424.4026794433594,409.3644714355469,419.0,420.09075927734375,63500.0,410.04193115234375
2016-01-22,439.3999938964844,425.25,427.625,430.3205871582031,38523.0,420.02703857421875
2016-01-23,439.3999938964844,425.25,427.625,430.3205871582031,38523.0,420.02703857421875
2016-01-24,439.3999938964844,425.25,427.625,430.3205871582031,38523.0,420.02703857421875
2016-01-25,441.1007385253906,424.83349609375,430.375,432.5,41133.0,422.15435791015625
2016-01-26,438.20001220703125,431.1960144042969,423.625,431.1960144042969,9585.0,420.8815612792969
2016-01-27,442.1000061035156,435.3999938964844,439.70001220703125,438.3500061035156,1817.0,427.8643798828125
2016-01-28,441.91290283203125,431.5,440.1000061035156,434.8300476074219,566.0,424.42864990234375
2016-01-29,447.0,442.70001220703125,447.625,447.0,623.0,436.3074951171875
2016-01-30,447.0,442.70001220703125,447.625,447.0,623.0,436.3074951171875
2016-01-31,447.0,442.70001220703125,447.625,447.0,623.0,436.3074951171875
2016-02-01,460.0379333496094,443.9624938964844,450.0,445.20001220703125,3637.0,434.5505065917969
2016-02-02,442.0,431.45001220703125,441.75,432.29998779296875,2951.0,421.9591064453125
2016-02-03,430.3634033203125,423.5,432.3999938964844,427.0,10954.0,416.785888671875
2016-02-04,434.45001220703125,420.5,434.5,425.0,4316.0,414.833740234375
2016-02-05,430.9695739746094,421.79998779296875,426.625,423.6000061035156,27532.0,413.4672546386719
2016-02-06,430.9695739746094,421.79998779296875,426.625,423.6000061035156,27532.0,413.4672546386719
2016-02-07,430.9695739746094,421.79998779296875,426.625,423.6000061035156,27532.0,413.4672546386719
2016-02-08,418.8999938964844,382.70001220703125,410.875,382.70001220703125,18597.0,373.5456237792969
2016-02-09,418.4492492675781,385.125,393.0,402.7453308105469,219312.0,393.1114501953125
2016-02-10,434.8999938964844,420.4200134277344,423.5,431.3451232910156,66747.0,421.02703857421875
2016-02-11,427.1000061035156,410.79998779296875,422.5,420.0,7541.0,409.953369140625
2016-02-12,419.6596984863281,408.1777648925781,420.0,419.6596984863281,32389.0,409.62115478515625
2016-02-13,419.6596984863281,408.1777648925781,420.0,419.6596984863281,32389.0,409.62115478515625
2016-02-14,419.6596984863281,408.1777648925781,420.0,419.6596984863281,32389.0,409.62115478515625
2016-02-15,432.0,419.6600036621094,426.54998779296875,429.8448181152344,49475.0,419.56268310546875
